0,579,0.24998397548890783
0,579,0.24998397548890783
174,672,0.24998397548890783
189,672,0.24998397548890783
174,672,0.24998397548890783
189,672,0.24998397548890783
189,672,0.24998397548890783
189,672,0.24998397548890783
125,285,0.6112523093767037
95,290,0.6112523093767037
2,284,0.6112523093767037
19,267,0.6112523093767037
1,247,0.6112523093767037
0,218,0.6112523093767037
1,286,0.6839290188750384
0,228,0.6839290188750384
2,305,0.6839290188750384
209,251,0.6935714152139589
0,218,0.6935714152139589
0,203,0.6935714152139589
0,218,0.6935714152139589
63,229,0.8112315796168336
1,232,0.8112315796168336
1,315,0.8112315796168336
0,313,0.8112315796168336
0,218,0.4932479218902657
0,218,0.4932479218902657
0,264,0.4932479218902657
178,222,0.6558614227783802
102,300,0.6558614227783802
0,222,0.6558614227783802
190,219,0.6558614227783802
90,309,0.7815819031935274
1,241,0.7815819031935274
0,222,0.7815819031935274
0,221,0.7815819031935274
0,219,0.7815819031935274
58,219,0.45389348245292394
15,203,0.45389348245292394
78,236,0.45389348245292394
197,221,0.45389348245292394
47,220,0.45389348245292394
0,203,0.4976557856679353
31,218,0.4976557856679353
154,218,0.4976557856679353
0,215,0.4976557856679353
16,218,0.43057156826408227
203,203,0.43057156826408227
63,203,0.43057156826408227
47,219,0.4475431728421189
0,234,0.4475431728421189
0,218,0.4475431728421189
143,218,0.35369823315958976
47,204,0.35369823315958976
0,204,0.35369823315958976
81,230,0.24540205275348612
0,234,0.24540205275348612
124,219,0.18753302844184613
125,218,0.18753302844184613
0,219,0.039964539573692295
47,204,0.10524348377739749
93,220,0.26557817086726926
0,218,0.26557817086726926
171,234,0.1639239183533822
63,220,0.1639239183533822
0,218,0.16898288481543255
